timestamp,mode,endpoint,video_id,prompt_tokens,output_tokens,total_tokens,latency_ms,triggered,note
2026-05-09T08:23:08.462864Z,baseline,analyze_frame,_QVQCHGn0mM,1442,59,1501,3279.7,False,t=548s
2026-05-09T08:23:12.269596Z,baseline,analyze_frame,_QVQCHGn0mM,1442,68,1510,3026.2,False,t=552s
2026-05-09T08:23:16.877034Z,baseline,analyze_frame,_QVQCHGn0mM,1442,49,1491,3416.5,False,t=556s
2026-05-09T08:23:20.491077Z,baseline,analyze_frame,_QVQCHGn0mM,1442,87,1529,3217.6,False,t=560s
2026-05-09T08:23:24.654582Z,baseline,analyze_frame,_QVQCHGn0mM,1442,73,1515,3345.9,False,t=564s
2026-05-09T08:23:28.475180Z,baseline,analyze_frame,_QVQCHGn0mM,1442,83,1525,3173.5,False,t=568s
2026-05-09T08:23:32.194658Z,baseline,analyze_frame,_QVQCHGn0mM,1442,66,1508,2848.4,False,t=572s
2026-05-09T08:23:38.309100Z,baseline,analyze_frame,_QVQCHGn0mM,1442,67,1509,5024.7,False,t=576s
2026-05-09T08:23:41.768756Z,baseline,analyze_frame,_QVQCHGn0mM,1442,62,1504,4554.3,False,t=580s
2026-05-09T08:23:44.664710Z,baseline,analyze_frame,_QVQCHGn0mM,1442,68,1510,3369.8,False,t=584s
2026-05-09T08:23:49.053782Z,baseline,analyze_frame,_QVQCHGn0mM,1442,52,1494,3763.4,False,t=588s
2026-05-09T08:23:52.536399Z,baseline,analyze_frame,_QVQCHGn0mM,1442,61,1503,3282.0,False,t=592s
2026-05-09T08:23:56.561686Z,baseline,analyze_frame,_QVQCHGn0mM,1442,56,1498,3320.6,False,t=596s
2026-05-09T08:24:01.220115Z,baseline,analyze_frame,_QVQCHGn0mM,1442,70,1512,3883.4,False,t=600s
2026-05-09T08:24:04.721644Z,baseline,analyze_frame,_QVQCHGn0mM,1442,66,1508,3478.3,False,t=604s
2026-05-09T08:24:09.123702Z,baseline,analyze_frame,_QVQCHGn0mM,1442,67,1509,3841.0,False,t=608s
2026-05-09T08:24:13.511641Z,baseline,analyze_frame,_QVQCHGn0mM,1442,65,1507,4061.0,False,t=612s
2026-05-09T08:24:17.529323Z,baseline,analyze_frame,_QVQCHGn0mM,1442,77,1519,4036.9,False,t=616s
2026-05-09T08:24:20.540576Z,baseline,analyze_frame,_QVQCHGn0mM,1442,92,1534,3114.4,False,t=620s
2026-05-09T08:24:28.173065Z,baseline,analyze_frame,_QVQCHGn0mM,1442,84,1526,6715.5,False,t=624s
2026-05-09T08:24:28.487397Z,baseline,analyze_frame,_QVQCHGn0mM,1442,63,1505,3204.1,False,t=628s
2026-05-09T08:24:32.573873Z,baseline,analyze_frame,_QVQCHGn0mM,1442,89,1531,3279.6,False,t=632s
2026-05-09T08:24:36.961406Z,baseline,analyze_frame,_QVQCHGn0mM,1442,84,1526,3571.3,False,t=636s
2026-05-09T08:24:41.545850Z,baseline,analyze_frame,_QVQCHGn0mM,1442,65,1507,4238.0,False,t=640s
2026-05-09T08:24:47.051617Z,baseline,analyze_frame,_QVQCHGn0mM,1442,146,1588,5745.9,False,t=644s
2026-05-09T08:24:48.924085Z,baseline,analyze_frame,_QVQCHGn0mM,1442,71,1513,3565.7,False,t=648s
2026-05-09T08:24:53.991611Z,baseline,analyze_frame,_QVQCHGn0mM,1442,81,1523,4688.1,False,t=652s
2026-05-09T08:25:01.228631Z,baseline,analyze_frame,_QVQCHGn0mM,1442,122,1564,7957.1,False,t=656s
2026-05-09T08:25:02.635520Z,baseline,analyze_frame,_QVQCHGn0mM,1442,113,1555,5297.5,False,t=660s
2026-05-09T08:25:10.666000Z,baseline,analyze_frame,_QVQCHGn0mM,1442,64,1506,5337.2,False,t=668s
2026-05-09T08:25:16.073310Z,baseline,analyze_frame,_QVQCHGn0mM,1442,73,1515,6618.3,False,t=672s
2026-05-09T08:25:19.165119Z,baseline,analyze_frame,_QVQCHGn0mM,1442,63,1505,5685.3,False,t=676s
2026-05-09T08:25:30.219975Z,baseline,analyze_frame,_QVQCHGn0mM,1442,60,1502,8764.2,False,t=684s
2026-05-09T08:25:31.194783Z,baseline,analyze_frame,_QVQCHGn0mM,1442,59,1501,5819.9,False,t=688s
2026-05-09T08:25:39.440134Z,baseline,analyze_frame,_QVQCHGn0mM,1442,78,1520,6033.8,False,t=696s
2026-05-09T08:25:42.347871Z,baseline,analyze_frame,_QVQCHGn0mM,1442,84,1526,4922.3,False,t=700s
2026-05-09T08:25:47.120115Z,baseline,analyze_frame,_QVQCHGn0mM,1442,53,1495,5719.2,False,t=704s
2026-05-09T08:25:54.914987Z,baseline,analyze_frame,_QVQCHGn0mM,1442,54,1496,5483.9,False,t=712s
2026-05-09T08:25:55.911065Z,baseline,analyze_frame,_QVQCHGn0mM,1442,53,1495,10511.2,False,t=708s
2026-05-09T08:26:02.171144Z,baseline,analyze_frame,_QVQCHGn0mM,1442,60,1502,4725.6,False,t=720s
2026-05-09T08:26:06.491013Z,baseline,analyze_frame,_QVQCHGn0mM,1442,65,1507,5057.6,False,t=725s
2026-05-09T08:26:10.057631Z,baseline,analyze_frame,_QVQCHGn0mM,1442,59,1501,4691.3,False,t=729s
2026-05-09T08:26:15.932083Z,baseline,analyze_frame,_QVQCHGn0mM,1442,53,1495,6507.1,False,t=733s
2026-05-09T08:26:19.953718Z,baseline,analyze_frame,_QVQCHGn0mM,1442,57,1499,6324.3,False,t=737s
2026-05-09T08:26:24.565115Z,baseline,analyze_frame,_QVQCHGn0mM,1442,76,1518,7022.7,False,t=741s
2026-05-09T08:26:28.286453Z,baseline,analyze_frame,_QVQCHGn0mM,1442,79,1521,6688.4,False,t=745s
2026-05-09T08:26:31.563575Z,baseline,analyze_frame,_QVQCHGn0mM,1442,68,1510,6023.9,False,t=749s
2026-05-09T08:26:35.152871Z,baseline,analyze_frame,_QVQCHGn0mM,1442,67,1509,5713.8,False,t=753s
2026-05-09T08:26:38.091447Z,baseline,analyze_frame,_QVQCHGn0mM,1442,47,1489,4524.7,False,t=757s
2026-05-09T08:26:42.109711Z,baseline,analyze_frame,_QVQCHGn0mM,1442,79,1521,4640.8,False,t=761s
2026-05-09T08:26:48.145047Z,baseline,analyze_frame,_QVQCHGn0mM,1442,61,1503,6720.2,False,t=765s
2026-05-09T08:26:50.313082Z,baseline,analyze_frame,_QVQCHGn0mM,1442,65,1507,4837.2,False,t=769s
2026-05-09T08:26:58.035840Z,baseline,analyze_frame,_QVQCHGn0mM,1442,57,1499,8530.1,False,t=773s
2026-05-09T08:26:59.475133Z,baseline,analyze_frame,_QVQCHGn0mM,1442,65,1507,5936.6,False,t=777s
2026-05-09T08:27:10.983542Z,baseline,analyze_frame,_QVQCHGn0mM,1442,71,1513,9365.9,False,t=785s
2026-05-09T08:27:12.481654Z,baseline,analyze_frame,_QVQCHGn0mM,1442,33,1475,6890.2,False,t=789s
2026-05-09T08:27:18.929466Z,baseline,analyze_frame,_QVQCHGn0mM,1442,90,1532,5294.8,False,t=797s
2026-05-09T08:27:22.122215Z,baseline,analyze_frame,_QVQCHGn0mM,1442,43,1485,4635.9,False,t=801s
2026-05-09T08:27:27.572156Z,baseline,analyze_frame,_QVQCHGn0mM,1442,51,1493,6027.0,False,t=805s
2026-05-09T08:27:31.280421Z,baseline,analyze_frame,_QVQCHGn0mM,1442,67,1509,5765.7,False,t=809s
2026-05-09T08:27:38.600664Z,baseline,analyze_frame,_QVQCHGn0mM,1442,76,1518,9122.4,False,t=813s
2026-05-09T08:27:40.893991Z,baseline,analyze_frame,_QVQCHGn0mM,1442,87,1529,7286.4,False,t=817s
2026-05-09T08:27:47.332578Z,baseline,analyze_frame,_QVQCHGn0mM,1442,91,1533,5626.7,False,t=825s
2026-05-09T08:27:50.950105Z,baseline,analyze_frame,_QVQCHGn0mM,1442,77,1519,5224.7,False,t=829s
2026-05-09T08:27:57.069989Z,baseline,analyze_frame,_QVQCHGn0mM,1442,71,1513,7379.5,False,t=833s
2026-05-09T08:27:58.309892Z,baseline,analyze_frame,_QVQCHGn0mM,1442,52,1494,4694.6,False,t=837s
2026-05-09T08:28:07.521079Z,baseline,analyze_frame,_QVQCHGn0mM,1442,64,1506,5665.2,False,t=845s
2026-05-09T08:28:13.329052Z,baseline,analyze_frame,_QVQCHGn0mM,1442,76,1518,7497.2,False,t=849s
2026-05-09T08:28:24.874157Z,baseline,analyze_frame,_QVQCHGn0mM,1442,51,1493,6895.5,False,t=861s
2026-05-09T08:28:29.716931Z,baseline,analyze_frame,_QVQCHGn0mM,1442,181,1623,19706.0,False,t=853s
2026-05-09T08:28:32.979104Z,baseline,analyze_frame,_QVQCHGn0mM,1442,64,1506,7210.3,False,t=869s
2026-05-09T08:28:45.190301Z,baseline,analyze_frame,_QVQCHGn0mM,1442,76,1518,7406.3,False,t=881s
2026-05-09T08:28:52.689328Z,baseline,analyze_frame,_QVQCHGn0mM,1442,91,1533,18875.7,False,t=877s
2026-05-09T08:29:01.797167Z,baseline,analyze_frame,_QVQCHGn0mM,1442,60,1502,11934.5,False,t=893s
2026-05-09T08:29:08.170801Z,baseline,analyze_frame,_QVQCHGn0mM,1442,24,1466,14343.9,False,t=897s
2026-05-09T08:29:13.559825Z,baseline,analyze_frame,_QVQCHGn0mM,1442,76,1518,7747.4,False,t=909s
2026-05-09T08:29:19.268785Z,baseline,analyze_frame,_QVQCHGn0mM,1442,100,1542,9356.2,False,t=913s
2026-05-09T08:29:22.416622Z,baseline,analyze_frame,_QVQCHGn0mM,1442,40,1482,4287.3,False,t=921s
2026-05-09T08:29:28.313473Z,baseline,analyze_frame,_QVQCHGn0mM,1442,45,1487,6389.6,False,t=925s
2026-05-09T08:29:36.183559Z,baseline,analyze_frame,_QVQCHGn0mM,1442,67,1509,6280.0,False,t=933s
2026-05-09T08:29:45.758746Z,baseline,analyze_frame,_QVQCHGn0mM,1442,80,1522,7873.5,False,t=941s
2026-05-09T08:29:48.738286Z,baseline,analyze_frame,_QVQCHGn0mM,1442,45,1487,22834.0,False,t=929s
2026-05-09T08:30:05.117607Z,baseline,analyze_frame,_QVQCHGn0mM,1442,97,1539,11181.7,False,t=957s
2026-05-09T08:30:07.805119Z,baseline,analyze_frame,_QVQCHGn0mM,1442,54,1496,17568.2,False,t=953s
2026-05-09T08:30:09.743345Z,baseline,analyze_frame,_QVQCHGn0mM,1442,83,1525,3379.3,False,t=969s
2026-05-09T08:30:14.255701Z,baseline,analyze_frame,_QVQCHGn0mM,1442,62,1504,4094.8,False,t=973s
2026-05-09T08:30:30.450216Z,baseline,analyze_frame,_QVQCHGn0mM,1442,71,1513,16126.8,False,t=977s
2026-05-09T08:30:30.450266Z,baseline,analyze_frame,_QVQCHGn0mM,1442,61,1503,12319.0,False,t=981s
2026-05-09T08:30:58.438947Z,baseline,analyze_frame,_QVQCHGn0mM,1442,70,1512,24321.2,False,t=997s
